gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000074590,415.2402385,1.176814008,0.244724941,4.808721179,1.52E-06,4.10E-05
ENSG00000169093,770.1085535,0.499994414,0.104147552,4.800827342,1.58E-06,4.25E-05
ENSG00000167797,317.0386814,0.896350847,0.186826362,4.797774978,1.60E-06,4.31E-05
ENSG00000113460,504.3697968,0.934727819,0.195102893,4.790948032,1.66E-06,4.45E-05
ENSG00000126860,49.05664418,-1.461641359,0.305111785,-4.790510984,1.66E-06,4.45E-05
ENSG00000172985,807.7074632,0.902774868,0.188562845,4.787660412,1.69E-06,4.51E-05
ENSG00000099194,1441.843564,-1.98138749,0.414304561,-4.782441894,1.73E-06,4.61E-05
ENSG00000168481,19.74903456,4.372973831,0.914331138,4.782702515,1.73E-06,4.61E-05
ENSG00000181826,154.6671074,1.019940152,0.213393577,4.779619745,1.76E-06,4.67E-05
ENSG00000088766,404.971944,0.658001574,0.138010921,4.767750036,1.86E-06,4.94E-05
ENSG00000253276,1090.192277,1.006246923,0.211213104,4.764131113,1.90E-06,5.03E-05
ENSG00000031698,2854.401745,-0.517718208,0.108829479,-4.75715049,1.96E-06,5.19E-05
ENSG00000120162,56.54353186,2.001068505,0.420702052,4.75649808,1.97E-06,5.20E-05
ENSG00000150593,2749.676244,-0.66739086,0.140367774,-4.754587467,1.99E-06,5.24E-05
ENSG00000104687,1076.042405,0.746196424,0.157211858,4.746438548,2.07E-06,5.45E-05
ENSG00000188176,57.07261917,-3.058593906,0.644901368,-4.742731302,2.11E-06,5.54E-05
ENSG00000105281,5659.788285,0.425756188,0.089832161,4.73946281,2.14E-06,5.61E-05
ENSG00000134851,1900.594733,0.566769803,0.11958972,4.739285322,2.14E-06,5.61E-05
ENSG00000075624,86753.27057,0.922683095,0.194753293,4.737702142,2.16E-06,5.65E-05
ENSG00000025708,200.1119225,1.477571328,0.311959478,4.736420695,2.18E-06,5.68E-05
ENSG00000153443,340.4685116,0.676824615,0.142954609,4.734542114,2.20E-06,5.72E-05
ENSG00000116194,246.2681699,2.127599852,0.449994533,4.728057112,2.27E-06,5.89E-05
ENSG00000196950,794.9922475,-1.058718008,0.224025797,-4.725875421,2.29E-06,5.95E-05
ENSG00000256223,182.185275,-0.769665756,0.163028338,-4.721055024,2.35E-06,6.08E-05
ENSG00000103742,356.3202294,-2.104499724,0.446419886,-4.714171099,2.43E-06,6.27E-05
ENSG00000137393,166.2802733,1.948419985,0.413321253,4.714057094,2.43E-06,6.27E-05
ENSG00000151917,306.8064609,-0.606288093,0.128665313,-4.712133204,2.45E-06,6.32E-05
ENSG00000165533,721.7674476,-0.647812743,0.137537599,-4.710077434,2.48E-06,6.37E-05
ENSG00000165821,387.8940849,-0.684202046,0.145278319,-4.709594999,2.48E-06,6.38E-05
ENSG00000081052,209.4211962,2.006707148,0.426440095,4.705718747,2.53E-06,6.48E-05
ENSG00000171792,353.3011652,-0.690594218,0.146760776,-4.705577573,2.53E-06,6.48E-05
ENSG00000143570,2248.077737,0.33569246,0.071379967,4.70289461,2.56E-06,6.55E-05
ENSG00000158747,12172.61264,0.720565465,0.153215736,4.702946858,2.56E-06,6.55E-05
ENSG00000203722,86.17054238,-1.020702216,0.217098525,-4.701562193,2.58E-06,6.58E-05
ENSG00000131459,1036.264113,1.354084012,0.288303175,4.696736379,2.64E-06,6.73E-05
ENSG00000274944,27.28199643,4.324478667,0.922872388,4.685890185,2.79E-06,7.08E-05
ENSG00000178764,841.9878013,-0.655271073,0.139860493,-4.685176354,2.80E-06,7.09E-05
ENSG00000162643,93.65365415,-1.700228467,0.362998413,-4.683845452,2.82E-06,7.13E-05
ENSG00000176894,116.894502,0.894156282,0.191034376,4.680604088,2.86E-06,7.23E-05
ENSG00000123643,807.9668346,0.885265195,0.189365775,4.674895425,2.94E-06,7.42E-05
ENSG00000170836,417.3954636,-0.63803051,0.136545449,-4.672660366,2.97E-06,7.49E-05
ENSG00000026950,695.3077968,-0.820947094,0.176060945,-4.662857482,3.12E-06,7.84E-05
ENSG00000110400,153.8947332,-0.931156186,0.19973111,-4.662048812,3.13E-06,7.86E-05
ENSG00000114021,703.3564242,0.453288369,0.097256072,4.660771933,3.15E-06,7.90E-05
ENSG00000089123,136.6982063,0.764777571,0.164116124,4.65997827,3.16E-06,7.91E-05
ENSG00000151690,950.3134887,1.039865877,0.223807853,4.646243923,3.38E-06,8.45E-05
ENSG00000139567,870.3575931,0.751935348,0.161879675,4.645026306,3.40E-06,8.48E-05
ENSG00000206560,5246.525881,0.596932159,0.12861152,4.641358418,3.46E-06,8.62E-05
ENSG00000196411,1199.653334,-0.88079116,0.189825465,-4.640005279,3.48E-06,8.66E-05
ENSG00000112787,514.2354575,0.692137691,0.14955689,4.62792247,3.69E-06,9.17E-05
ENSG00000070540,4742.956689,0.904093395,0.195421453,4.626377417,3.72E-06,9.22E-05
ENSG00000134056,288.8085719,0.603969132,0.13055538,4.626152744,3.73E-06,9.22E-05
ENSG00000134363,2787.310477,-1.489894511,0.322224725,-4.623774639,3.77E-06,9.30E-05
ENSG00000163803,107.5780116,1.72976029,0.374104735,4.623732686,3.77E-06,9.30E-05
ENSG00000118257,2023.016562,0.954507338,0.206513309,4.622013676,3.80E-06,9.34E-05
ENSG00000170584,508.5582959,1.005029786,0.217438129,4.622141437,3.80E-06,9.34E-05
ENSG00000213160,217.8172294,1.642963667,0.355666328,4.619396146,3.85E-06,9.45E-05
ENSG00000170035,1519.606767,-0.457158723,0.099035769,-4.616097072,3.91E-06,9.58E-05
ENSG00000142459,584.0959697,-0.472593741,0.102514416,-4.610022265,4.03E-06,9.85E-05
ENSG00000070081,1652.138773,-0.484717193,0.105182189,-4.608358108,4.06E-06,9.91E-05
ENSG00000166974,685.6230819,-0.677116209,0.146974229,-4.607040393,4.08E-06,9.96E-05
ENSG00000013293,240.500705,-1.509328807,0.328137219,-4.59968794,4.23E-06,0.000103034
ENSG00000221968,1886.099567,0.902988735,0.196436068,4.596858127,4.29E-06,0.000104277
ENSG00000133639,1443.737917,0.503448029,0.109793437,4.585410952,4.53E-06,0.000109983
ENSG00000102760,1101.9021,3.069523317,0.670014452,4.581279263,4.62E-06,0.000111825
ENSG00000129048,1444.969742,-1.443054636,0.314972113,-4.581531438,4.62E-06,0.000111825
ENSG00000130766,847.9304485,-0.908873275,0.198780789,-4.572238993,4.83E-06,0.000116577
ENSG00000010017,2202.060859,0.716872639,0.15681011,4.571597064,4.84E-06,0.000116751
ENSG00000025423,166.2787477,-2.188379966,0.479221918,-4.566527292,4.96E-06,0.000119421
ENSG00000163431,6894.773854,1.168298859,0.255865886,4.566059492,4.97E-06,0.000119501
ENSG00000171492,534.1163449,-0.660878469,0.14476431,-4.565203057,4.99E-06,0.000119802
ENSG00000109736,1061.172193,0.537914516,0.117892899,4.562738894,5.05E-06,0.000121028
ENSG00000103647,551.0541849,-1.252029989,0.274500528,-4.561120509,5.09E-06,0.000121774
ENSG00000198793,2118.980845,0.840702082,0.184386849,4.559447085,5.13E-06,0.000122557
ENSG00000154102,71.63836514,-1.003758482,0.220192018,-4.558559805,5.15E-06,0.000122885
ENSG00000079432,2082.929008,-0.472393644,0.103651305,-4.5575272,5.18E-06,0.000122918
ENSG00000114650,1581.256713,0.320034018,0.070219808,4.557603133,5.17E-06,0.000122918
ENSG00000168303,353.5007354,0.691437264,0.151713336,4.557524622,5.18E-06,0.000122918
ENSG00000112715,1988.247702,-1.051703777,0.23085762,-4.555638133,5.22E-06,0.000123798
ENSG00000223687,11.28468716,-4.08820924,0.897447124,-4.555376167,5.23E-06,0.000123798
ENSG00000107104,1303.147899,1.231725683,0.270639712,4.551163878,5.33E-06,0.000126108
ENSG00000166484,1065.03004,0.770603905,0.169421076,4.548453613,5.40E-06,0.000127375
ENSG00000206190,301.8922221,1.456444924,0.32020945,4.548413302,5.41E-06,0.000127375
ENSG00000085117,2256.115129,1.231859551,0.270930036,4.54678104,5.45E-06,0.000128169
ENSG00000165801,2041.012689,-0.869737068,0.191383397,-4.544475034,5.51E-06,0.000129382
ENSG00000197312,607.7436229,0.928261144,0.204502465,4.539119585,5.65E-06,0.000132355
ENSG00000230018,38.94607827,2.430209063,0.535401218,4.539042838,5.65E-06,0.000132355
ENSG00000164237,576.5625359,-0.863371267,0.190314042,-4.536561046,5.72E-06,0.000133513
ENSG00000165891,40.66017349,-1.640898093,0.361704311,-4.536573231,5.72E-06,0.000133513
ENSG00000185532,1537.014895,-0.527275356,0.116243048,-4.535973247,5.73E-06,0.000133682
ENSG00000176293,155.8102106,-1.141462702,0.251690508,-4.535183749,5.76E-06,0.00013398
ENSG00000178015,23.22336171,2.684557696,0.592007429,4.534668929,5.77E-06,0.000134103
ENSG00000133216,393.4817166,-1.813766878,0.400085292,-4.533450525,5.80E-06,0.000134676
ENSG00000143740,524.6863955,-0.451945415,0.099701873,-4.532968161,5.82E-06,0.00013478
ENSG00000115884,430.6031891,-0.973214703,0.214809959,-4.530584648,5.88E-06,0.000136104
ENSG00000107882,746.5473668,-0.488425675,0.107844741,-4.528970733,5.93E-06,0.000136941
ENSG00000138385,2450.046716,0.88257433,0.194905463,4.528217517,5.95E-06,0.000137223
ENSG00000173110,13.48773164,-2.593513334,0.573179917,-4.524780543,6.05E-06,0.000139263
ENSG00000010256,1811.674096,0.471529527,0.10435713,4.518421759,6.23E-06,0.000143295
ENSG00000155897,24.00885834,-3.442674122,0.762465009,-4.515189659,6.33E-06,0.00014528
ENSG00000162630,42.94066347,2.862531136,0.634022501,4.5148731,6.34E-06,0.00014528
ENSG00000106333,8928.539414,-0.64342479,0.14256398,-4.513235307,6.38E-06,0.000146189
ENSG00000214274,183.9886473,0.998486717,0.221819525,4.50134729,6.75E-06,0.00015438
ENSG00000138669,290.6383797,-1.297144534,0.288316177,-4.499034866,6.83E-06,0.000155836
ENSG00000111335,82.47119091,-1.041796022,0.231716031,-4.496003213,6.92E-06,0.000157838
ENSG00000154310,774.1815464,-1.103929767,0.246101442,-4.485669641,7.27E-06,0.000165195
ENSG00000167985,217.8934053,0.637026427,0.14201169,4.485732307,7.27E-06,0.000165195
ENSG00000053747,1279.315035,1.25314557,0.279614303,4.481693371,7.41E-06,0.000168055
ENSG00000133103,620.9057006,-0.631028682,0.140931898,-4.477543355,7.55E-06,0.000171101
ENSG00000139269,17.69485766,-2.129884465,0.476200533,-4.472662918,7.73E-06,0.000174796
ENSG00000082458,399.2712109,-0.804786816,0.180138454,-4.467601426,7.91E-06,0.000178718
ENSG00000141574,649.0451706,-0.755845895,0.169241634,-4.466075389,7.97E-06,0.000179732
ENSG00000158828,3504.225612,0.37954148,0.085009933,4.464672165,8.02E-06,0.000180384
ENSG00000197062,362.886056,-0.564088086,0.126339268,-4.464867436,8.01E-06,0.000180384
ENSG00000146281,422.5886266,0.605336179,0.135671488,4.461778869,8.13E-06,0.000182569
ENSG00000100266,1011.087421,0.549394892,0.123312244,4.455315026,8.38E-06,0.000187883
ENSG00000172667,4275.95434,-0.468282171,0.10519469,-4.451576117,8.52E-06,0.000190905
ENSG00000109881,67.58474922,-1.132977087,0.25456476,-4.450643871,8.56E-06,0.000191457
ENSG00000177706,1947.470242,1.071321718,0.240795974,4.449084844,8.62E-06,0.000192571
ENSG00000154263,154.8267005,-1.348194007,0.303101077,-4.448001376,8.67E-06,0.000193263
ENSG00000117461,219.7154227,-1.561077407,0.351027826,-4.447161422,8.70E-06,0.000193738
ENSG00000130402,7227.13088,0.829113817,0.186481028,4.446102779,8.74E-06,0.000193851
ENSG00000172497,22.80902464,-1.814226856,0.408029435,-4.446313675,8.74E-06,0.000193851
ENSG00000282844,7227.13088,0.829113817,0.186481028,4.446102779,8.74E-06,0.000193851
ENSG00000158122,864.0551698,0.865527073,0.194776879,4.443684873,8.84E-06,0.000195761
ENSG00000152518,8269.974725,0.653468895,0.147076053,4.443067926,8.87E-06,0.00019604
ENSG00000177663,940.3668711,0.627216961,0.141195991,4.442172603,8.91E-06,0.000196575
ENSG00000145362,2030.167044,-1.036589959,0.23346887,-4.43994935,9.00E-06,0.000198046
ENSG00000278788,630.4014804,0.637064539,0.143482327,4.440020948,9.00E-06,0.000198046
ENSG00000135362,109.3682284,1.186779047,0.26731801,4.439577587,9.01E-06,0.000198105
ENSG00000115841,182.3721821,0.756008883,0.170548565,4.432807065,9.30E-06,0.000203556
ENSG00000151332,333.2144768,-0.525357238,0.118510384,-4.433005971,9.29E-06,0.000203556
ENSG00000183621,494.2442005,0.702661408,0.158492887,4.43339397,9.28E-06,0.000203556
ENSG00000164292,15288.33432,1.066405795,0.240673246,4.430927876,9.38E-06,0.000205046
ENSG00000179300,68.21044458,3.037810593,0.686298385,4.426370015,9.58E-06,0.000208956
ENSG00000180891,1105.728908,0.649005097,0.146626755,4.42623924,9.59E-06,0.000208956
ENSG00000103175,274.8508063,1.66418176,0.377103393,4.41306493,1.02E-05,0.000221775
ENSG00000159720,1497.032354,-0.388786343,0.08812106,-4.411957196,1.02E-05,0.000222596
ENSG00000167771,45.97055867,-1.40746127,0.319032713,-4.411651885,1.03E-05,0.000222596
ENSG00000127324,25.33513576,3.9053773,0.885991755,4.407916074,1.04E-05,0.00022615
ENSG00000126062,1341.135678,0.37574346,0.085290211,4.405469918,1.06E-05,0.000228394
ENSG00000044090,1230.240375,-0.428707103,0.097343264,-4.404075684,1.06E-05,0.000228965
ENSG00000101126,1652.318303,-0.333720113,0.075781591,-4.403709497,1.06E-05,0.000228965
ENSG00000105419,930.4892592,0.647363041,0.146995489,4.403965351,1.06E-05,0.000228965
ENSG00000146247,1611.46468,-0.456212205,0.10358136,-4.404385138,1.06E-05,0.000228965
ENSG00000137959,100.9305521,1.458286747,0.331700465,4.396396453,1.10E-05,0.000236481
ENSG00000181634,27.6898016,-2.016824326,0.459235226,-4.391702139,1.12E-05,0.000241308
ENSG00000137965,203.3866262,-1.034371761,0.235656707,-4.389316038,1.14E-05,0.00024363
ENSG00000159212,748.9849484,1.047456041,0.238663611,4.388838482,1.14E-05,0.000243825
ENSG00000101460,478.0261901,0.607582054,0.138464563,4.387996763,1.14E-05,0.000244089
ENSG00000172081,950.1276753,0.531310532,0.121078097,4.388163866,1.14E-05,0.000244089
ENSG00000196159,2999.985138,0.503698729,0.114915489,4.383210062,1.17E-05,0.00024917
ENSG00000126705,598.8253059,-0.526123583,0.120042702,-4.382803562,1.17E-05,0.00024929
ENSG00000147027,12756.54503,1.167923888,0.266644472,4.380079137,1.19E-05,0.000252077
ENSG00000278817,15.21282682,4.080925655,0.932467322,4.376481146,1.21E-05,0.000255918
ENSG00000177469,19490.54747,0.654627353,0.149639411,4.374698796,1.22E-05,0.000257662
ENSG00000134987,1083.46398,-0.778691803,0.178139248,-4.371253447,1.24E-05,0.000261401
ENSG00000164761,7814.681912,-1.586941838,0.363371551,-4.367270454,1.26E-05,0.000265845
ENSG00000064309,400.4604512,-1.490928086,0.342427779,-4.353992801,1.34E-05,0.000281701
ENSG00000143869,321.5432857,1.813938242,0.416607186,4.354073338,1.34E-05,0.000281701
ENSG00000158813,84.27273445,1.52711262,0.352044758,4.33783656,1.44E-05,0.000302805
ENSG00000196781,1063.851003,0.912696063,0.210577252,4.334257632,1.46E-05,0.000307351
ENSG00000102780,472.5908923,0.661472095,0.152711929,4.331502445,1.48E-05,0.000310798
ENSG00000140682,1858.070085,0.642427638,0.148360418,4.33018218,1.49E-05,0.00031224
ENSG00000198728,2089.197291,-0.508981217,0.117575347,-4.328979081,1.50E-05,0.000313522
ENSG00000109689,1160.042343,-1.016987289,0.235229792,-4.323377919,1.54E-05,0.000321154
ENSG00000198046,236.4747886,-0.865560127,0.200282672,-4.321692535,1.55E-05,0.000323177
ENSG00000035115,469.6420061,-0.534511123,0.123841074,-4.316105353,1.59E-05,0.000330785
ENSG00000173914,321.9129194,-0.614508912,0.14238069,-4.315956819,1.59E-05,0.000330785
ENSG00000129116,22899.45842,0.876332471,0.203107526,4.314623325,1.60E-05,0.000332337
ENSG00000105186,552.7534256,0.485774998,0.112599649,4.314178636,1.60E-05,0.000332556
ENSG00000131771,89.66993699,-3.042288043,0.705874883,-4.309953669,1.63E-05,0.000338515
ENSG00000161381,638.8077832,-1.27537377,0.295951622,-4.309399495,1.64E-05,0.000338907
ENSG00000035403,17004.30735,0.878840958,0.204087507,4.306196745,1.66E-05,0.000343385
ENSG00000125965,457.6116726,-1.224413175,0.284533857,-4.303224893,1.68E-05,0.000346624
ENSG00000164402,2021.32893,-0.331177343,0.076958998,-4.303295925,1.68E-05,0.000346624
ENSG00000189320,1338.320171,0.822771161,0.19118039,4.303637852,1.68E-05,0.000346624
ENSG00000154654,1359.995385,-0.92477795,0.215013304,-4.301026651,1.70E-05,0.000349612
ENSG00000164692,207689.6796,-0.469230454,0.109151595,-4.298887734,1.72E-05,0.00035253
ENSG00000048740,5672.824253,0.849811268,0.197920422,4.293701784,1.76E-05,0.000360387
ENSG00000188501,23.9533265,-2.891343802,0.67365421,-4.292029591,1.77E-05,0.000362628
ENSG00000166592,106.1809718,-1.464144399,0.341458966,-4.287907317,1.80E-05,0.000368929
ENSG00000065526,1489.234872,0.72955137,0.170177883,4.28699286,1.81E-05,0.000369942
ENSG00000114850,2864.240891,0.379409871,0.08850848,4.286706452,1.81E-05,0.000369942
ENSG00000171819,258.2617362,5.893793387,1.375602601,4.284517479,1.83E-05,0.000373107
ENSG00000185745,283.9978525,-1.599842636,0.373464699,-4.283785428,1.84E-05,0.00037384
ENSG00000109861,4209.175805,1.05208847,0.246041602,4.276059264,1.90E-05,0.000386533
ENSG00000101384,1244.856519,-0.583670879,0.136796767,-4.266700835,1.98E-05,0.000402363
ENSG00000183049,325.7473572,-0.721346302,0.169071342,-4.26652023,1.99E-05,0.000402363
ENSG00000084764,313.3928341,-0.730245867,0.171249423,-4.264223815,2.01E-05,0.000405987
ENSG00000074935,273.1114858,-0.662485081,0.155400935,-4.263070117,2.02E-05,0.000407552
ENSG00000106211,8538.629568,0.501825132,0.117881428,4.257033015,2.07E-05,0.000418159
ENSG00000111231,251.7484044,0.702820224,0.165149221,4.255667815,2.08E-05,0.000420166
ENSG00000070808,25.58854758,-1.717115111,0.403790945,-4.252485435,2.11E-05,0.000425624
ENSG00000132330,160.2051174,0.630368406,0.148282291,4.251137485,2.13E-05,0.000427633
ENSG00000085415,393.3815254,0.715640407,0.168444452,4.248524665,2.15E-05,0.000432084
ENSG00000061273,3199.210248,0.624213574,0.146971764,4.24716664,2.16E-05,0.000434142
ENSG00000170776,2917.057456,0.556055186,0.130988412,4.245071592,2.19E-05,0.000437646
ENSG00000151929,1202.686353,0.421692841,0.099359435,4.24411471,2.19E-05,0.000438945
ENSG00000141469,72.13021553,-2.933030378,0.691203725,-4.243365991,2.20E-05,0.000439839
ENSG00000170873,1670.516897,1.880773646,0.44328776,4.242782719,2.21E-05,0.000440411
ENSG00000275482,1447.18905,1.398820291,0.329817319,4.241197202,2.22E-05,0.000442958
ENSG00000135093,348.7171375,-0.542556448,0.127946447,-4.240496394,2.23E-05,0.000443767
ENSG00000154945,1204.694763,0.349249771,0.08237912,4.239542379,2.24E-05,0.00044508
ENSG00000176371,120.0216712,-0.809010229,0.190901111,-4.237849777,2.26E-05,0.000447867
ENSG00000149577,1335.50067,0.695830282,0.1643068,4.234945114,2.29E-05,0.00045311
ENSG00000123405,12.67379536,-2.478233034,0.586180559,-4.227763946,2.36E-05,0.000467208
ENSG00000125868,15937.94411,0.901021143,0.213159485,4.22698123,2.37E-05,0.000467629
ENSG00000170759,4490.452623,0.554070788,0.131072295,4.227215141,2.37E-05,0.000467629
ENSG00000142002,1575.867218,0.511784492,0.121330294,4.218109717,2.46E-05,0.00048516
ENSG00000165637,2196.411638,0.529181977,0.12544937,4.218291222,2.46E-05,0.00048516
ENSG00000126458,2035.870996,0.585173475,0.138740242,4.217763116,2.47E-05,0.000485283
ENSG00000148908,406.9309932,-0.629083946,0.14923189,-4.215479323,2.49E-05,0.000489592
ENSG00000166963,7139.818027,-0.73642616,0.174850079,-4.211757665,2.53E-05,0.000497094
ENSG00000168781,326.4267517,-1.225055338,0.291173508,-4.207303567,2.58E-05,0.000506343
ENSG00000160460,190.3210238,-1.315778964,0.312911585,-4.204954461,2.61E-05,0.000510978
ENSG00000011478,148.1796928,0.741745274,0.176478953,4.203023985,2.63E-05,0.000514701
ENSG00000166986,1704.423166,-0.394909977,0.093973724,-4.20234466,2.64E-05,0.000515591
ENSG00000137962,4572.424128,1.218897637,0.290423932,4.196960045,2.71E-05,0.000527328
ENSG00000031823,1567.982261,-0.547513513,0.130488999,-4.195859547,2.72E-05,0.000528552
ENSG00000189007,174.7194841,-1.128913779,0.26903792,-4.196113982,2.72E-05,0.000528552
ENSG00000080822,1023.226922,0.465360606,0.110977351,4.193293533,2.75E-05,0.000533893
ENSG00000146966,2685.88718,0.468424919,0.111730622,4.192448879,2.76E-05,0.000535207
ENSG00000136141,517.2913534,-0.599662594,0.14305912,-4.191711764,2.77E-05,0.000536272
ENSG00000108797,1888.704383,-0.62309429,0.148689948,-4.190560947,2.78E-05,0.000538319
ENSG00000171603,6904.331125,0.351672621,0.083940341,4.189554344,2.80E-05,0.000540032
ENSG00000064201,17.14269916,-2.071453937,0.494554022,-4.188529147,2.81E-05,0.000541114
ENSG00000124762,8083.338688,-0.982095704,0.234459738,-4.188760552,2.80E-05,0.000541114
ENSG00000122085,488.3379951,-0.466569012,0.111461939,-4.185904327,2.84E-05,0.000546034
ENSG00000170802,302.1098662,1.004916392,0.240056126,4.186172655,2.84E-05,0.000546034
ENSG00000138615,855.7553822,1.387411062,0.331635183,4.183546058,2.87E-05,0.000551041
ENSG00000110090,2284.631206,0.708479807,0.169363665,4.183186556,2.87E-05,0.000551224
ENSG00000105552,501.7652867,0.744862806,0.178203112,4.179852966,2.92E-05,0.000558668
ENSG00000187109,11827.46007,0.418907485,0.10026129,4.17815774,2.94E-05,0.000562146
ENSG00000064933,474.6771809,0.577145504,0.138223,4.175466476,2.97E-05,0.000568125
ENSG00000135069,711.3674539,-1.251587248,0.299796995,-4.174782492,2.98E-05,0.000569126
ENSG00000254470,365.9545109,0.731488701,0.175235798,4.174310906,2.99E-05,0.000569598
ENSG00000196924,73739.32496,0.683272431,0.163839626,4.170373476,3.04E-05,0.00057881
ENSG00000078124,327.4094994,0.868652864,0.208328094,4.169638601,3.05E-05,0.00057996
ENSG00000157368,53.97353728,-2.115420923,0.507402208,-4.169120455,3.06E-05,0.000580561
ENSG00000186073,325.9382427,-0.557142707,0.133647705,-4.168741301,3.06E-05,0.000580808
ENSG00000101417,291.2952763,-0.589558511,0.141447052,-4.168050876,3.07E-05,0.000581851
ENSG00000153904,3093.393745,1.352854644,0.324948364,4.163291136,3.14E-05,0.000593386
ENSG00000128510,163.3544698,-2.228599431,0.535533941,-4.161453198,3.16E-05,0.000597447
ENSG00000117122,706.031356,-0.715866416,0.17223046,-4.156444888,3.23E-05,0.000609938
ENSG00000111885,5780.074639,0.826382767,0.198867584,4.155442282,3.25E-05,0.000611866
ENSG00000135679,3281.033145,-0.671343203,0.161580653,-4.154848935,3.26E-05,0.000612704
ENSG00000049089,69.33061066,-0.932143354,0.224467746,-4.152682836,3.29E-05,0.000617776
ENSG00000075142,1478.079699,0.415146011,0.100037579,4.149900618,3.33E-05,0.000624568
ENSG00000070882,1137.436268,-1.122369459,0.270537051,-4.148671897,3.34E-05,0.000626444
ENSG00000140564,2519.988038,0.512316452,0.123489796,4.148654111,3.34E-05,0.000626444
ENSG00000147459,1166.482214,0.711781716,0.171636434,4.147031591,3.37E-05,0.000630129
ENSG00000139436,2638.635266,0.544316372,0.131306929,4.145374315,3.39E-05,0.00063316
ENSG00000154319,89.79238452,0.986921185,0.238073418,4.145448875,3.39E-05,0.00063316
ENSG00000179388,56.32328462,-1.968229001,0.475073195,-4.143001584,3.43E-05,0.000638971
ENSG00000161267,42.41341263,1.565676636,0.37812888,4.140589941,3.46E-05,0.000644943
ENSG00000171469,630.4546292,-0.605608939,0.146280298,-4.140058143,3.47E-05,0.000645657
ENSG00000144362,100.6844084,1.464229677,0.353834323,4.138178751,3.50E-05,0.000650179
ENSG00000179862,58.10844131,1.479179026,0.357620969,4.136164136,3.53E-05,0.000655118
ENSG00000204262,16019.64863,0.374950613,0.090679584,4.134895601,3.55E-05,0.000657951
ENSG00000154710,1280.387283,0.410653195,0.09942833,4.130142722,3.63E-05,0.000670892
ENSG00000198925,2050.321991,0.372390954,0.090210389,4.128027359,3.66E-05,0.000676277
ENSG00000100320,5407.339452,-0.413579683,0.100200377,-4.127526209,3.67E-05,0.000676936
ENSG00000131370,1431.48423,-0.857798354,0.207880134,-4.12640851,3.68E-05,0.000679415
ENSG00000116455,502.5526748,0.504758027,0.122365738,4.124994755,3.71E-05,0.000682782
ENSG00000084710,26.01254546,-2.117646637,0.513611164,-4.12305414,3.74E-05,0.000687335
ENSG00000142875,1028.018198,-0.612532109,0.148567818,-4.12291246,3.74E-05,0.000687335
ENSG00000102996,168.083826,1.268870614,0.307845916,4.121771798,3.76E-05,0.000689922
ENSG00000154217,194.4999192,0.959998234,0.233133144,4.117811038,3.82E-05,0.00070049
ENSG00000196305,3000.268987,-0.690899992,0.167787091,-4.117718399,3.83E-05,0.00070049
ENSG00000105486,169.5266098,-1.115456154,0.270918729,-4.117309119,3.83E-05,0.000700899
ENSG00000100906,568.8977788,0.856632615,0.208114877,4.116152717,3.85E-05,0.000701913
ENSG00000125970,2091.879671,-0.431262924,0.104760643,-4.11665024,3.84E-05,0.000701913
ENSG00000143322,1187.012265,0.664846747,0.161517421,4.116254115,3.85E-05,0.000701913
ENSG00000132589,2015.727866,0.526931214,0.128043221,4.115260532,3.87E-05,0.000703798
ENSG00000123352,639.1007592,-0.561491623,0.136715179,-4.10701742,4.01E-05,0.000728518
ENSG00000119523,802.0287957,0.389964476,0.09510122,4.100520204,4.12E-05,0.000746624
ENSG00000183496,190.0457192,-1.676871138,0.408922325,-4.100708213,4.12E-05,0.000746624
ENSG00000188428,267.4772016,-0.690453245,0.16837153,-4.100771939,4.12E-05,0.000746624
ENSG00000166260,910.7254345,0.906091368,0.221168321,4.096840657,4.19E-05,0.000757692
ENSG00000068383,1410.808616,1.297562766,0.316841486,4.095305767,4.22E-05,0.000761831
ENSG00000158467,546.3667556,-0.8156762,0.199206365,-4.094629204,4.23E-05,0.00076316
ENSG00000100380,6325.857571,-0.303030589,0.07403024,-4.093335238,4.25E-05,0.000766531
ENSG00000078699,508.5781561,-0.59266135,0.144842815,-4.091755255,4.28E-05,0.000770868
ENSG00000133121,1034.189627,0.708181528,0.173119511,4.090708925,4.30E-05,0.000773446
ENSG00000170899,431.5701789,-0.706121594,0.172717414,-4.088305727,4.35E-05,0.000780586
ENSG00000121753,515.0093183,-0.684757087,0.167553399,-4.086799147,4.37E-05,0.000784751
ENSG00000145431,1030.09209,-0.829061575,0.202973336,-4.08458368,4.42E-05,0.00079135
ENSG00000161011,17777.22985,-0.629043929,0.154057967,-4.083163898,4.44E-05,0.000795274
ENSG00000100302,35.90243578,-1.989539863,0.487333262,-4.082503736,4.46E-05,0.000795989
ENSG00000156675,1636.120891,1.451317642,0.355504807,4.082413556,4.46E-05,0.000795989
ENSG00000100647,850.4332318,0.678017439,0.16609966,4.081991741,4.47E-05,0.000796053
ENSG00000109339,761.5570921,-0.761778459,0.186625581,-4.081854453,4.47E-05,0.000796053
ENSG00000122299,1477.799,0.502700552,0.123337159,4.075823992,4.59E-05,0.000816022
ENSG00000184564,43.06202305,-2.973648136,0.729670836,-4.075328201,4.59E-05,0.000816815
ENSG00000106948,547.4792121,-0.910375367,0.2234837,-4.073564946,4.63E-05,0.000822074
